index;dang_cars_sent;inno_cars_sent;load_cars_sent;empt_cars_sent;grp1_cars_sent;grp2_cars_sent;grp3_cars_sent;grp4_cars_sent;grp5_cars_sent;sp_mark_1_sent;sp_mark_2_sent;sp_mark_3_sent;sp_mark_4_sent;sp_mark_5_sent;sp_mark_6_sent;sp_mark_7_sent;sp_mark_8_sent;sp_mark_9_sent;sum_len_cars_sent;sum_wgt_cars_sent;platf_sent;gcar_sent;tanks_sent;covrd_sent;oth_sent;therm_sent;cars_num;dest_esr_num;gruz_codes_num;operators_num;senders_num;recievers_num;train_types_num;tracks_used;cars_to_storage;dispatch_ids_num;ld_unld_ops_num;cars_sent_after_ld_unld;target
2021-03-16 01:51:00;0.0;0.0;65.0;0.0;0.0;0.0;0.0;52.0;0.0;0.0;0.0;38.0;10.0;4.0;0.0;0.0;0.0;0.0;56.08;3884.356;0.0;0.0;65.0;0.0;0.0;0.0;255.0;19.0;7.0;18.0;11.0;4.0;1.0;5.0;0.0;32.0;30.0;20.0;0.0
2021-03-16 05:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;301.0;9.0;7.0;24.0;10.0;5.0;0.0;4.0;0.0;19.0;47.0;0.0;0.0
2021-03-16 09:51:00;0.0;0.0;61.0;0.0;0.0;0.0;0.0;0.0;61.0;0.0;61.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;52.61;3876.607;0.0;0.0;61.0;0.0;0.0;0.0;133.0;4.0;3.0;17.0;3.0;4.0;1.0;4.0;0.0;8.0;5.0;0.0;12.0
2021-03-16 13:51:00;0.0;5.0;61.0;5.0;0.0;0.0;0.0;64.0;0.0;0.0;0.0;21.0;33.0;10.0;0.0;0.0;0.0;0.0;59.33;3875.214;0.0;16.0;49.0;0.0;1.0;0.0;230.0;13.0;10.0;18.0;13.0;6.0;1.0;4.0;0.0;22.0;34.0;12.0;34.0
2021-03-16 17:51:00;0.0;0.0;63.0;0.0;0.0;0.0;0.0;59.0;0.0;0.0;0.0;25.0;14.0;20.0;0.0;0.0;0.0;0.0;54.25;3980.176;0.0;0.0;63.0;0.0;0.0;0.0;312.0;16.0;6.0;16.0;9.0;3.0;2.0;5.0;0.0;25.0;46.0;34.0;0.0
2021-03-16 21:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;204.0;12.0;5.0;14.0;9.0;1.0;0.0;4.0;0.0;14.0;74.0;0.0;0.0
2021-03-17 01:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;236.0;5.0;5.0;18.0;4.0;2.0;0.0;4.0;0.0;14.0;22.0;0.0;112.0
2021-03-17 05:51:00;0.0;0.0;127.0;0.0;0.0;0.0;0.0;60.0;65.0;0.0;65.0;32.0;8.0;20.0;0.0;0.0;0.0;0.0;109.72;7787.904;0.0;0.0;127.0;0.0;0.0;0.0;282.0;9.0;7.0;18.0;8.0;3.0;2.0;4.0;0.0;17.0;14.0;112.0;0.0
2021-03-17 09:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;227.0;11.0;3.0;17.0;5.0;3.0;0.0;4.0;0.0;13.0;83.0;0.0;111.0
2021-03-17 13:51:00;0.0;1.0;123.0;5.0;0.0;0.0;0.0;95.0;0.0;0.0;0.0;35.0;43.0;17.0;0.0;0.0;0.0;0.0;113.32;7682.938;0.0;8.0;111.0;0.0;9.0;0.0;527.0;32.0;10.0;22.0;27.0;7.0;1.0;5.0;1.0;95.0;219.0;111.0;0.0
2021-03-17 17:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;239.0;18.0;4.0;17.0;5.0;3.0;0.0;3.0;0.0;9.0;12.0;0.0;64.0
2021-03-17 21:51:00;0.0;0.0;64.0;0.0;0.0;0.0;0.0;61.0;0.0;0.0;0.0;21.0;8.0;32.0;0.0;0.0;0.0;0.0;55.21;3927.41;0.0;0.0;64.0;0.0;0.0;0.0;318.0;15.0;6.0;18.0;11.0;2.0;1.0;5.0;0.0;29.0;80.0;64.0;0.0
2021-03-18 01:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;303.0;21.0;5.0;18.0;16.0;3.0;0.0;4.0;0.0;27.0;5.0;0.0;63.0
2021-03-18 05:51:00;0.0;0.0;63.0;0.0;0.0;0.0;0.0;0.0;63.0;0.0;63.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.4;3873.699;0.0;0.0;63.0;0.0;0.0;0.0;271.0;12.0;6.0;17.0;12.0;3.0;1.0;4.0;0.0;24.0;40.0;63.0;0.0
2021-03-18 09:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;254.0;10.0;8.0;21.0;8.0;6.0;0.0;3.0;0.0;21.0;11.0;0.0;185.0
2021-03-18 13:51:00;0.0;3.0;187.0;0.0;0.0;0.0;0.0;165.0;0.0;0.0;0.0;102.0;31.0;32.0;0.0;0.0;0.0;0.0;162.75;11918.49;0.0;8.0;178.0;0.0;1.0;0.0;381.0;28.0;9.0;21.0;26.0;4.0;1.0;5.0;0.0;72.0;129.0;185.0;0.0
2021-03-18 17:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;222.0;21.0;5.0;19.0;14.0;4.0;0.0;3.0;0.0;29.0;30.0;0.0;0.0
2021-03-18 21:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200.0;18.0;7.0;19.0;15.0;3.0;0.0;3.0;0.0;30.0;108.0;0.0;63.0
2021-03-19 01:51:00;0.0;0.0;63.0;0.0;0.0;0.0;0.0;56.0;0.0;0.0;0.0;53.0;3.0;0.0;0.0;0.0;0.0;0.0;54.34;3981.177;0.0;0.0;63.0;0.0;0.0;0.0;316.0;23.0;9.0;21.0;19.0;7.0;1.0;5.0;0.0;57.0;11.0;63.0;0.0
2021-03-19 05:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;185.0;8.0;4.0;19.0;5.0;1.0;0.0;3.0;0.0;6.0;35.0;0.0;0.0
2021-03-19 09:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;133.0;1.0;0.0;17.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;63.0
2021-03-19 13:51:00;0.0;0.0;62.0;1.0;0.0;0.0;0.0;48.0;0.0;0.0;0.0;13.0;11.0;24.0;0.0;0.0;0.0;0.0;54.89;3934.383;0.0;0.0;62.0;1.0;0.0;0.0;384.0;23.0;8.0;23.0;26.0;3.0;1.0;5.0;0.0;65.0;142.0;63.0;67.0
2021-03-19 17:51:00;0.0;0.0;61.0;7.0;0.0;0.0;0.0;59.0;0.0;0.0;0.0;20.0;19.0;20.0;0.0;0.0;0.0;0.0;59.2;3807.024;0.0;0.0;67.0;1.0;0.0;0.0;173.0;22.0;9.0;19.0;19.0;5.0;1.0;3.0;0.0;41.0;6.0;67.0;0.0
2021-03-19 21:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;321.0;19.0;5.0;18.0;11.0;2.0;0.0;4.0;0.0;25.0;71.0;0.0;61.0
2021-03-20 01:51:00;0.0;0.0;61.0;0.0;0.0;0.0;0.0;37.0;0.0;0.0;0.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;55.49;3808.166;6.0;0.0;46.0;0.0;9.0;0.0;274.0;25.0;6.0;24.0;13.0;5.0;1.0;4.0;0.0;48.0;25.0;61.0;63.0
2021-03-20 05:51:00;0.0;2.0;64.0;0.0;0.0;0.0;0.0;50.0;0.0;0.0;0.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;56.34;3942.406;0.0;8.0;56.0;0.0;0.0;0.0;394.0;28.0;8.0;24.0;23.0;2.0;1.0;6.0;0.0;58.0;32.0;63.0;62.0
2021-03-20 09:51:00;0.0;3.0;62.0;0.0;0.0;0.0;0.0;55.0;0.0;0.0;0.0;26.0;21.0;8.0;0.0;0.0;0.0;0.0;54.73;3988.114;0.0;8.0;54.0;0.0;0.0;0.0;170.0;22.0;6.0;17.0;16.0;3.0;1.0;3.0;0.0;39.0;6.0;62.0;186.0
2021-03-20 13:51:00;0.0;0.0;186.0;0.0;0.0;0.0;0.0;93.0;60.0;0.0;60.0;68.0;14.0;11.0;0.0;0.0;0.0;0.0;160.42;11647.95;0.0;0.0;186.0;0.0;0.0;0.0;376.0;29.0;7.0;20.0;27.0;3.0;2.0;5.0;0.0;86.0;147.0;186.0;0.0
2021-03-20 17:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;303.0;19.0;3.0;18.0;4.0;1.0;0.0;3.0;0.0;9.0;0.0;0.0;0.0
2021-03-20 21:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;331.0;20.0;6.0;21.0;20.0;3.0;0.0;5.0;0.0;44.0;67.0;0.0;65.0
2021-03-21 01:51:00;0.0;0.0;65.0;0.0;0.0;0.0;0.0;61.0;0.0;0.0;0.0;40.0;17.0;4.0;0.0;0.0;0.0;0.0;56.04;3897.46;0.0;0.0;65.0;0.0;0.0;0.0;278.0;17.0;5.0;14.0;8.0;3.0;1.0;5.0;0.0;16.0;30.0;65.0;61.0
2021-03-21 05:51:00;0.0;0.0;64.0;0.0;0.0;0.0;0.0;44.0;0.0;0.0;0.0;18.0;6.0;20.0;0.0;0.0;0.0;0.0;55.23;3879.884;0.0;0.0;64.0;0.0;0.0;0.0;343.0;19.0;7.0;22.0;18.0;3.0;1.0;4.0;0.0;37.0;60.0;61.0;0.0
2021-03-21 09:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;244.0;14.0;2.0;21.0;11.0;2.0;0.0;4.0;0.0;24.0;22.0;0.0;126.0
2021-03-21 13:51:00;0.0;2.0;126.0;0.0;0.0;0.0;0.0;110.0;0.0;0.0;0.0;43.0;40.0;27.0;0.0;0.0;0.0;0.0;110.33;7883.133;0.0;8.0;116.0;0.0;2.0;0.0;545.0;20.0;6.0;25.0;18.0;4.0;1.0;6.0;0.0;63.0;108.0;126.0;61.0
2021-03-21 17:51:00;0.0;0.0;63.0;0.0;0.0;0.0;0.0;62.0;0.0;0.0;0.0;7.0;22.0;33.0;0.0;0.0;0.0;0.0;54.46;3911.527;0.0;0.0;63.0;0.0;0.0;0.0;251.0;18.0;6.0;18.0;8.0;3.0;1.0;5.0;0.0;23.0;17.0;61.0;0.0
2021-03-21 21:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;259.0;19.0;6.0;19.0;14.0;5.0;0.0;4.0;0.0;40.0;44.0;0.0;0.0
2021-03-22 01:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;128.0;2.0;3.0;11.0;2.0;2.0;0.0;3.0;0.0;3.0;23.0;0.0;61.0
2021-03-22 05:51:00;0.0;0.0;61.0;0.0;0.0;0.0;0.0;58.0;0.0;0.0;0.0;25.0;9.0;24.0;0.0;0.0;0.0;0.0;52.75;3961.98;0.0;0.0;61.0;0.0;0.0;0.0;268.0;6.0;4.0;20.0;6.0;4.0;1.0;5.0;0.0;11.0;5.0;61.0;0.0
2021-03-22 09:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;141.0;7.0;3.0;17.0;7.0;3.0;0.0;3.0;0.0;12.0;49.0;0.0;0.0
2021-03-22 13:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;298.0;29.0;11.0;23.0;23.0;6.0;0.0;2.0;0.0;46.0;149.0;0.0;67.0
2021-03-22 17:51:00;0.0;0.0;63.0;4.0;0.0;0.0;0.0;64.0;0.0;0.0;0.0;35.0;4.0;25.0;0.0;0.0;0.0;0.0;58.44;3831.226;0.0;0.0;65.0;2.0;0.0;0.0;383.0;25.0;8.0;20.0;12.0;6.0;1.0;4.0;2.0;26.0;38.0;67.0;62.0
2021-03-22 21:51:00;0.0;0.0;62.0;0.0;0.0;0.0;0.0;58.0;0.0;0.0;0.0;40.0;6.0;12.0;0.0;0.0;0.0;0.0;53.57;3985.802;0.0;0.0;62.0;0.0;0.0;0.0;271.0;27.0;5.0;18.0;10.0;2.0;1.0;5.0;0.0;20.0;68.0;62.0;0.0
2021-03-23 01:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;304.0;18.0;6.0;21.0;17.0;3.0;0.0;4.0;0.0;33.0;21.0;0.0;116.0
2021-03-23 05:51:00;0.0;0.0;128.0;0.0;0.0;0.0;0.0;115.0;0.0;0.0;0.0;111.0;4.0;0.0;0.0;0.0;0.0;0.0;110.48;7862.599;0.0;0.0;128.0;0.0;0.0;0.0;499.0;23.0;8.0;25.0;20.0;3.0;1.0;6.0;0.0;48.0;11.0;116.0;116.0
2021-03-23 09:51:00;0.0;1.0;116.0;0.0;0.0;0.0;0.0;108.0;0.0;0.0;0.0;51.0;12.0;21.0;24.0;0.0;0.0;0.0;101.51;7271.217;0.0;5.0;107.0;0.0;4.0;0.0;235.0;16.0;8.0;22.0;13.0;4.0;2.0;4.0;0.0;29.0;13.0;116.0;22.0
2021-03-23 13:51:00;0.0;0.0;62.0;0.0;0.0;0.0;0.0;59.0;0.0;0.0;0.0;59.0;0.0;0.0;0.0;0.0;0.0;0.0;53.43;3950.204;0.0;0.0;62.0;0.0;0.0;0.0;335.0;12.0;6.0;21.0;10.0;3.0;1.0;5.0;0.0;31.0;152.0;22.0;65.0
2021-03-23 17:51:00;0.0;0.0;64.0;1.0;0.0;0.0;0.0;57.0;0.0;0.0;0.0;7.0;22.0;28.0;0.0;0.0;0.0;0.0;55.96;3870.835;0.0;0.0;64.0;0.0;1.0;0.0;149.0;9.0;5.0;15.0;7.0;3.0;1.0;4.0;0.0;17.0;6.0;65.0;0.0
2021-03-23 21:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;170.0;11.0;5.0;13.0;9.0;1.0;0.0;3.0;0.0;13.0;40.0;0.0;0.0
2021-03-24 01:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;272.0;15.0;7.0;17.0;15.0;4.0;0.0;4.0;0.0;27.0;4.0;0.0;134.0
2021-03-24 05:51:00;0.0;0.0;123.0;11.0;0.0;0.0;0.0;52.0;64.0;0.0;64.0;16.0;19.0;17.0;0.0;0.0;0.0;0.0;115.48;7547.419;0.0;0.0;134.0;0.0;0.0;0.0;334.0;18.0;9.0;25.0;17.0;4.0;2.0;6.0;0.0;36.0;55.0;134.0;0.0
2021-03-24 09:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;193.0;11.0;3.0;17.0;6.0;4.0;0.0;3.0;0.0;22.0;20.0;0.0;62.0
2021-03-24 13:51:00;0.0;0.0;62.0;0.0;0.0;0.0;0.0;54.0;0.0;0.0;0.0;25.0;16.0;13.0;0.0;0.0;0.0;0.0;53.49;3967.541;0.0;0.0;62.0;0.0;0.0;0.0;274.0;13.0;5.0;18.0;11.0;3.0;1.0;4.0;0.0;40.0;120.0;62.0;0.0
2021-03-24 17:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;303.0;21.0;7.0;19.0;23.0;5.0;0.0;4.0;0.0;57.0;49.0;0.0;0.0
2021-03-24 21:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.0;10.0;4.0;18.0;9.0;1.0;0.0;6.0;0.0;18.0;54.0;0.0;0.0
2021-03-25 01:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;170.0;9.0;4.0;18.0;6.0;2.0;0.0;3.0;0.0;11.0;56.0;0.0;0.0
2021-03-25 05:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;181.0;11.0;5.0;15.0;5.0;4.0;0.0;4.0;0.0;6.0;20.0;0.0;54.0
2021-03-25 09:51:00;0.0;0.0;62.0;0.0;0.0;0.0;0.0;59.0;0.0;0.0;0.0;59.0;0.0;0.0;0.0;0.0;0.0;0.0;53.54;3895.883;0.0;0.0;62.0;0.0;0.0;0.0;371.0;20.0;10.0;19.0;23.0;4.0;1.0;4.0;0.0;56.0;53.0;54.0;64.0
2021-03-25 13:51:00;0.0;0.0;63.0;1.0;0.0;0.0;0.0;53.0;0.0;0.0;0.0;20.0;9.0;24.0;0.0;0.0;0.0;0.0;56.56;3962.347;0.0;8.0;55.0;0.0;1.0;0.0;379.0;21.0;8.0;19.0;21.0;5.0;1.0;5.0;0.0;50.0;79.0;64.0;0.0
2021-03-25 17:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;183.0;11.0;1.0;15.0;1.0;1.0;0.0;3.0;0.0;1.0;3.0;0.0;0.0
2021-03-25 21:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;314.0;5.0;4.0;20.0;3.0;2.0;0.0;6.0;0.0;9.0;60.0;0.0;0.0
2021-03-26 01:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;208.0;7.0;2.0;17.0;2.0;2.0;0.0;3.0;0.0;4.0;21.0;0.0;62.0
2021-03-26 05:51:00;0.0;0.0;62.0;0.0;0.0;0.0;0.0;60.0;0.0;0.0;0.0;45.0;3.0;12.0;0.0;0.0;0.0;0.0;53.5;3974.753;0.0;0.0;62.0;0.0;0.0;0.0;273.0;15.0;8.0;17.0;15.0;5.0;1.0;5.0;0.0;34.0;7.0;62.0;64.0
2021-03-26 09:51:00;0.0;0.0;64.0;0.0;0.0;0.0;0.0;50.0;0.0;0.0;0.0;16.0;7.0;27.0;0.0;0.0;0.0;0.0;55.88;3851.76;0.0;5.0;59.0;0.0;0.0;0.0;342.0;18.0;9.0;17.0;18.0;4.0;1.0;2.0;0.0;48.0;66.0;64.0;65.0
2021-03-26 13:51:00;0.0;1.0;65.0;0.0;0.0;0.0;0.0;59.0;0.0;0.0;0.0;22.0;19.0;18.0;0.0;0.0;0.0;0.0;57.0;3932.191;3.0;3.0;59.0;0.0;0.0;0.0;410.0;17.0;7.0;18.0;11.0;3.0;1.0;4.0;0.0;41.0;182.0;65.0;63.0
2021-03-26 17:51:00;0.0;0.0;60.0;5.0;0.0;0.0;0.0;51.0;0.0;0.0;0.0;10.0;21.0;20.0;0.0;0.0;0.0;0.0;57.23;3821.136;3.0;0.0;59.0;0.0;3.0;0.0;450.0;12.0;7.0;21.0;10.0;7.0;1.0;4.0;0.0;40.0;46.0;63.0;64.0
2021-03-26 21:51:00;0.0;0.0;64.0;0.0;0.0;0.0;0.0;60.0;0.0;0.0;0.0;20.0;12.0;28.0;0.0;0.0;0.0;0.0;55.12;3938.36;0.0;0.0;64.0;0.0;0.0;0.0;249.0;11.0;5.0;17.0;7.0;3.0;1.0;4.0;0.0;16.0;49.0;64.0;62.0
2021-03-27 01:51:00;0.0;0.0;62.0;0.0;0.0;0.0;0.0;60.0;0.0;0.0;0.0;25.0;20.0;15.0;0.0;0.0;0.0;0.0;53.75;3961.993;0.0;0.0;62.0;0.0;0.0;0.0;289.0;17.0;8.0;16.0;13.0;4.0;1.0;5.0;0.0;39.0;36.0;62.0;63.0
2021-03-27 05:51:00;0.0;0.0;63.0;0.0;0.0;0.0;0.0;62.0;0.0;0.0;0.0;22.0;16.0;24.0;0.0;0.0;0.0;0.0;54.45;3919.916;0.0;0.0;63.0;0.0;0.0;0.0;332.0;5.0;4.0;16.0;3.0;2.0;1.0;6.0;0.0;7.0;17.0;63.0;61.0
2021-03-27 09:51:00;0.0;0.0;61.0;1.0;0.0;0.0;0.0;43.0;0.0;0.0;0.0;21.0;13.0;9.0;0.0;0.0;0.0;0.0;55.71;3876.64;0.0;16.0;46.0;0.0;0.0;0.0;190.0;19.0;7.0;14.0;14.0;4.0;1.0;4.0;1.0;46.0;28.0;61.0;64.0
2021-03-27 13:51:00;0.0;0.0;64.0;0.0;0.0;0.0;0.0;62.0;0.0;0.0;0.0;9.0;43.0;10.0;0.0;0.0;0.0;0.0;55.22;3912.224;0.0;0.0;64.0;0.0;0.0;0.0;417.0;23.0;6.0;17.0;19.0;3.0;1.0;5.0;0.0;48.0;162.0;64.0;0.0
2021-03-27 17:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;329.0;25.0;7.0;18.0;20.0;2.0;0.0;3.0;0.0;40.0;49.0;0.0;62.0
2021-03-27 21:51:00;0.0;0.0;62.0;0.0;0.0;0.0;0.0;40.0;0.0;0.0;0.0;8.0;19.0;13.0;0.0;0.0;0.0;0.0;53.79;3880.089;0.0;0.0;62.0;0.0;0.0;0.0;356.0;24.0;5.0;20.0;18.0;2.0;1.0;6.0;0.0;39.0;49.0;62.0;0.0
2021-03-28 01:51:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;373.0;6.0;4.0;18.0;4.0;3.0;0.0;4.0;0.0;10.0;42.0;0.0;125.0
2021-03-28 05:51:00;0.0;0.0;125.0;0.0;0.0;0.0;0.0;61.0;62.0;0.0;62.0;61.0;0.0;0.0;0.0;0.0;0.0;0.0;107.86;7885.105;0.0;0.0;125.0;0.0;0.0;0.0;485.0;33.0;5.0;19.0;25.0;3.0;2.0;6.0;0.0;61.0;63.0;125.0;63.0
2021-03-28 09:51:00;0.0;0.0;63.0;0.0;0.0;0.0;0.0;52.0;0.0;0.0;0.0;35.0;7.0;10.0;0.0;0.0;0.0;0.0;54.36;3926.305;0.0;0.0;63.0;0.0;0.0;0.0;242.0;31.0;7.0;16.0;27.0;3.0;1.0;4.0;0.0;55.0;23.0;63.0;65.0
